Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,55.25,-7.75,7500:457:2,31,10.91,35.2,1043,0,10
Dicentrarchus,labrax,55.25,1.75,1500:351:2,43,10.01,34.83,978,0.0009425,201
Dicentrarchus,labrax,55.25,-4.75,7500:354:2,76,10.56,34.16,1258,0.00365531,5
Dicentrarchus,labrax,55.75,3.25,1500:353:3,53,10.12,34.43,859,0.00095583,308
Dicentrarchus,labrax,55.75,-5.25,7500:455:3,19,10.61,34.16,1140,0,9
Dicentrarchus,labrax,55.75,20.75,1502:350:4,44,9.05,6.84,2032,0.04,47
Dicentrarchus,labrax,55.75,-4.25,7500:354:3,1,10.56,34.16,1116,0.00960098,0
Dicentrarchus,labrax,55.75,-3.25,7500:353:3,16,10.5,35.04,1153,0.01,0
Dicentrarchus,labrax,55.75,-2.25,7500:352:3,14,9.91,35.04,1059,0.01,2
Dicentrarchus,labrax,55.75,12.75,1501:352:4,17,9.26,19.62,1275,0.13,12
Dicentrarchus,labrax,56.25,20.75,1502:360:2,33,8.93,9.02,2236,0.05,46
Dicentrarchus,labrax,56.25,-3.75,7500:363:2,1,9.94,35.04,1285,0.01,1
Dicentrarchus,labrax,56.25,-3.25,7500:363:1,24,9.94,35.04,991,0.01,4
Dicentrarchus,labrax,56.25,18.25,1501:468:1,47,8.8,8.47,1646,0.00095667,87
Dicentrarchus,labrax,56.25,12.75,1501:362:2,30,9.3,19.62,1574,0.05,6
Dicentrarchus,labrax,57.25,-5.75,7500:475:2,21,10.51,35,1110,0,9
Dicentrarchus,labrax,57.25,24.25,1502:374:1,27,7.69,6.09,2669,0.25,10
Dicentrarchus,labrax,57.25,-1.75,7500:371:2,40,9.72,35.06,1223,0.01,14
Dicentrarchus,labrax,57.25,11.75,1501:371:2,29,9.5,19.62,1624,0.03,15
Dicentrarchus,labrax,57.25,10.75,1501:370:2,17,9.68,19.62,1372,0.03,14
Dicentrarchus,labrax,57.75,8.75,1500:478:4,246,9.92,31.61,1500,0.00602583,85
Dicentrarchus,labrax,57.75,-3.75,7500:373:4,39,9.9,35.15,1138,0,10
Dicentrarchus,labrax,57.75,-2.25,7500:372:3,49,9.74,35.15,1133,0.01,9
Dicentrarchus,labrax,57.75,11.25,1501:371:3,35,9.5,28.7,1715,0.02,45
Dicentrarchus,labrax,57.75,10.75,1501:370:4,63,9.68,28.7,1589,0.02,15
