Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,54.75,11.25,1501:141:3,8,9.43,19.62,1312,0.09,10
Scophthalmus,rhombus,54.75,4.75,1500:144:4,43,10.54,34.02,1112,0.00136,199
Scophthalmus,rhombus,54.75,4.25,1500:144:3,44,10.54,34.02,1030,0.00099833,202
Scophthalmus,rhombus,54.75,10.75,1501:140:4,17,9.68,19.62,1420,0.09,15
Scophthalmus,rhombus,54.75,10.25,1501:140:3,19,9.68,19.62,1490,0.11,15
Scophthalmus,rhombus,54.75,-9.75,7500:249:4,95,11.55,35.29,871,0,88
Scophthalmus,rhombus,54.75,2.75,1500:142:4,24,10.36,34.54,1225,0.00084583,229
Scophthalmus,rhombus,54.75,-8.75,7500:248:4,57,11.35,35.2,1088,0,14
Scophthalmus,rhombus,54.75,2.25,1500:142:3,26,10.36,34.54,1270,0.00099833,203
Scophthalmus,rhombus,54.75,-4.75,7500:144:4,22,10.71,34.16,1290,0,11
